module,difficulty,law_version,system,status,SA,held_out_rmsle,best_rmsle,method,symbolic_equivalent,judge_model,numeric_pass_002,numeric_pass_010,rmsle,law
m4_snell_law,hard,v0,simple_system,ANSWER,0.0,0.1124,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.4878386113617346,"math.sqrt(max(0.0, ((140.305035174) * ((angle1)) + (-11.6837735989) * ((angle1)**1.5) + -40.79878166"
m4_snell_law,hard,v0,complex_system,ANSWER,0.0,0.3355,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.4882854439673081,((-2.92160275215) * ((angle1)) + (0.367293801702) * ((angle1)**1.5) + 70.2581011408)
m4_snell_law,hard,v1,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:cos_deg<-sin_deg:resid=5.82e-16,True,gpt41,True,True,7.500747933337567e-14,"math.degrees(math.acos(max(-1.0, min(1.0, INNER))))"
m4_snell_law,hard,v1,simple_system,ANSWER,0.0,0.3507,,self_induced_coordinate_direct:cos_deg+verified_fallback,False,gpt41,False,False,1.4637136937555124,110.45266771796082 * (n1 ** 1.0) * (n2 ** -0.5) * ((math.cos(math.radians(angle1))) ** 2.71828182845
m4_snell_law,hard,v1,complex_system,ANSWER,0.0,0.3835,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.613918560512859,(8.16693821731) * ((n1) * (math.sin(n2))**-3 * (math.cos(n2))**-1)
m4_snell_law,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:tan_deg<-tan_deg:resid=1.067e-15,True,gpt41,True,True,2.4008155768076695e-16,math.degrees(math.atan(INNER))
m4_snell_law,hard,v2,simple_system,ANSWER,0.0,0.0692,,self_induced_coordinate_direct:sin_deg,False,gpt41,False,True,0.166225884246717,68.60197296527156 * (n1 ** 1.0) * (n2 ** -1.0) * (math.sin(math.radians(angle1)))
m4_snell_law,hard,v2,complex_system,ANSWER,0.0,0.1149,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.14517691930806279,5.50208303743e-05 * (n1+n2)**13.8873108406 * (n1)**-5.51970222583 * (n2)**-8.14199866187 * (angle1)
m5_radioactive_decay,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,5.038076609487817e-17,(N0 ** 1.0) * math.exp(-0.9999999999999999 * lambda_constant * (t ** 1.5))
m5_radioactive_decay,easy,v0,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,easy,v0,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,2.6084334968580714e-17,(N0 ** 1.0) * math.exp(-0.9999999999999998 * (lambda_constant ** 1.5) * t)
m5_radioactive_decay,easy,v1,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,easy,v1,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,2.6459668429208407e-17,(N0 ** 1.0) * math.exp(-0.9999999999999999 * (lambda_constant ** 1.5) * (t ** 1.5))
m5_radioactive_decay,easy,v2,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,easy,v2,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,2.2969328465418755e-15,(N0 ** 1.2000000000000008) * math.exp(-0.9999999999999999 * lambda_constant * (t ** 1.5))
m5_radioactive_decay,medium,v0,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v0,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,1.1822055974483008e-15,(N0 ** 1.3999999999999995) * math.exp(-0.9999999999999998 * (lambda_constant ** 1.5) * t)
m5_radioactive_decay,medium,v1,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v1,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,joint_probe,True,gpt41,True,True,6.531263808084415e-16,(N0 ** 1.7999999999999998) * math.exp(-0.9999999999999999 * (lambda_constant ** 1.5) * (t ** 1.5))
m5_radioactive_decay,medium,v2,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,medium,v2,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v0,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m5_radioactive_decay,hard,v0,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v0,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m5_radioactive_decay,hard,v1,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v1,complex_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v2,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m5_radioactive_decay,hard,v2,simple_system,no_data,0.0,,,,,,,,,
m5_radioactive_decay,hard,v2,complex_system,no_data,0.0,,,,,,,,,
m6_underdamped_harmonic,easy,v0,vanilla_equation,ANSWER,0.0,0.0912,,multivariate_probe+compression_tournament,False,gpt41,False,True,7.084257221364042,(((0.0459264694276) * ((k) * (b)**-0.5) + (0.247747866775) * ((k)**0.5 * (m)**-1) + (-0.137882129997
m6_underdamped_harmonic,easy,v0,simple_system,ANSWER,0.0,0.0813,,multivariate_probe+compression_tournament,False,gpt41,False,True,1.9164590978693319,(((0.396634752468) * ((k)**0.5 * (m)**-0.5) + (-0.122482292528) * ((b)**2 * (k)**-2) + 0.56662765723
m6_underdamped_harmonic,easy,v0,complex_system,ANSWER,0.0,0.0813,,multivariate_probe+compression_tournament,False,gpt41,False,True,2.3708774892192053,(((0.509101900334) * ((k)**0.5 * (m)**-0.5) + (-0.157212533231) * ((b)**2 * (k)**-2) + 0.72729669991
m6_underdamped_harmonic,easy,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,easy,v1,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,easy,v1,complex_system,ANSWER,0.0,0.4227,,multivariate_probe+verified_fallback,False,gpt41,False,False,11.3714785926356,"(max(0.0, ((-0.209756482172) * ((k)**2 * (m)**-4) + (0.490863373489) * ((k)**2 * (m)**-2) + (2.84849"
m6_underdamped_harmonic,easy,v2,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,easy,v2,simple_system,ANSWER,0.0,0.1057,,multivariate_probe+verified_fallback,False,gpt41,False,False,1.2820317005903288,"math.sqrt(max(0.0, ((1.81905801486) * ((k) * (m)**-2) + (1.1015373649) * ((k)**2 * (m)**-4) + (-1.47"
m6_underdamped_harmonic,easy,v2,complex_system,no_data,0.0,,,,,,,,,
m6_underdamped_harmonic,medium,v0,vanilla_equation,ANSWER,0.0,0.0693,,multivariate_probe+anti_asymptotic,False,gpt41,False,True,0.06436010932884809,(1.0745467818) * ((k)**0.5 * (m)**-0.5) + (-0.29401514473) * ((m)**-1 * (b)**0.5) + (-0.004786231063
m6_underdamped_harmonic,medium,v0,simple_system,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,6.238014018464551e-07,"math.sqrt(max(0.0, ((-6.73609417231e-07) * ((k)**0.5 * (m)**-0.5) + (-3.45153413489e-09) * ((b)**-1 "
m6_underdamped_harmonic,medium,v0,complex_system,ANSWER,0.0,0.1301,,multivariate_probe+verified_fallback,False,gpt41,False,False,2.308862923717492,"math.sqrt(max(0.0, ((0.40895547396) * ((k)**0.5 * (m)**-0.5) + (0.232588562886) * ((b)**-1 * (k)**1."
m6_underdamped_harmonic,medium,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,medium,v1,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,medium,v1,complex_system,ANSWER,0.0,0.1142,,multivariate_probe+verified_fallback,False,gpt41,False,False,10.724381097228065,(((4.34411600915) * ((m)**-2.5) + (-1.78986481219) * ((k)**-0.5 * (m)**-2.5) + (-0.53102835062) * ((
m6_underdamped_harmonic,medium,v2,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,medium,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,medium,v2,complex_system,ANSWER,0.0,0.4814,,multivariate_probe+verified_fallback,False,gpt41,False,False,4.958873341930109,"math.sqrt(max(0.0, ((1.3010355591) * ((m)**-4) + (0.923090903957) * ((k)**0.5 * (m)**-2) + (-0.56933"
m6_underdamped_harmonic,hard,v0,vanilla_equation,ANSWER,0.0,0.345,,multivariate_probe+verified_fallback,False,gpt41,False,False,5.236278904115906,((-2.38417911104) * ((k) * (m)**-3) + (4.80099473252) * ((k)**0.5 * (m)**-3.33333333333) + (0.158479
m6_underdamped_harmonic,hard,v0,simple_system,ANSWER,0.0,0.0,,multivariate_probe+compression_tournament,False,gpt41,True,True,1.8345956423422747,"(max(0.0, ((8.8598432579e-09) * ((k)**0.5 * (m)**-0.5) + (-6.91833673683e-11) * ((b)**-1 * (m)**3.4)"
m6_underdamped_harmonic,hard,v0,complex_system,ANSWER,0.0,0.1638,,multivariate_probe+verified_fallback,False,gpt41,False,False,4.584256123306478,(((0.396850685491) * ((k) * (b)**-0.5) + (0.264088424659) * ((k)**0.5 * (m)**-1) + (0.00062446097578
m6_underdamped_harmonic,hard,v1,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,7.036955332962321e-17,(((1) * ((k) * (m)**2) + (-0.25) * ((b)**2 * (m)**-2)) ** 2)
m6_underdamped_harmonic,hard,v1,simple_system,ANSWER,0.0,0.4464,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.5110533449716305,(0.9977376754) * ((k)**2 * (m)**4) + (51.0495120991) * ((k)**-1 * (m)**-2) + (-11.0990198131) * ((m)
m6_underdamped_harmonic,hard,v1,complex_system,ANSWER,0.0,0.3837,,multivariate_probe+verified_fallback,False,gpt41,False,False,14.528100641246239,"(max(0.0, ((-0.220895477886) * ((k)**2 * (m)**1.5) + (0.0898424968304) * ((m) * (k)**3) + (3.0271656"
m6_underdamped_harmonic,hard,v2,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,hard,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m6_underdamped_harmonic,hard,v2,complex_system,ANSWER,0.0,0.0462,,multivariate_probe+compression_tournament,False,gpt41,False,True,6.072447211543654,(((-0.346738473303) * ((k)**-0.5 * (m)) + (0.663584037299) * ((m)**-1 * (b)**0.5) + (-0.633338567847
m7_malus_law,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.1342285326310682e-15,0.0009122291061634623 * (I_0 ** 1.0) * (1096.2158445104594 * (1 + math.sin(2 * theta)) + -5.98296352
m7_malus_law,easy,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.047975263185488e-15,0.0007272417511406837 * (I_0 ** 1.0) * (1375.058566744132 * (1 + math.sin(2 * theta)) + -6.718817299
m7_malus_law,easy,v0,complex_system,ANSWER,0.0,0.0793,,multivariate_probe+anti_asymptotic,False,gpt41,False,True,0.08537021932041282,(((1.01324301347) * ((I_0)**0.5) + (1.33977964577) * ((I_0)**0.5 * (math.sin(theta)) * (math.cos(the
m7_malus_law,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_direct:tan_rad,True,gpt41,True,True,2.7202050089971326e-16,1.0 * (I_0 ** 1.0) * ((math.tan(theta)) ** 2.0)
m7_malus_law,easy,v1,simple_system,ANSWER,1.0,0.0,,self_induced_coordinate_direct:tan_rad,True,gpt41,True,True,2.7202050089971326e-16,1.0 * (I_0 ** 1.0) * ((math.tan(theta)) ** 2.0)
m7_malus_law,easy,v1,complex_system,ANSWER,0.0,0.1464,,multivariate_probe+verified_fallback,False,gpt41,False,False,2.21926967545662,(((2.19760765489) * ((I_0)**0.5 * math.sin(theta)) + (1.47538074875) * ((I_0)**0.5 * (math.sin(theta
m7_malus_law,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_direct:tan_rad,True,gpt41,True,True,3.840562496416757e-16,1.0 * (I_0 ** 1.0) * ((math.tan(theta)) ** -2.0)
m7_malus_law,easy,v2,simple_system,ANSWER,1.0,0.0,,self_induced_coordinate_direct:tan_rad,True,gpt41,True,True,3.840562496416757e-16,1.0 * (I_0 ** 1.0) * ((math.tan(theta)) ** -2.0)
m7_malus_law,easy,v2,complex_system,ANSWER,0.0,0.1496,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,2.936798508007623,((-5.84002167379e-05) * ((I_0) * (theta)**-2.71828182846) + (0.00171302279433) * ((I_0) * (theta)**-
m7_malus_law,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,3.5102716902758686e-16,(4) * ((I_0) * (math.sin(theta))**2) + (4) * ((I_0) * (math.sin(theta)) * (math.cos(theta))) + (1) *
m7_malus_law,medium,v0,simple_system,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,3.5102716902758686e-16,(4) * ((I_0) * (math.sin(theta))**2) + (4) * ((I_0) * (math.sin(theta)) * (math.cos(theta))) + (1) *
m7_malus_law,medium,v0,complex_system,ANSWER,0.0,0.0671,,multivariate_probe+anti_asymptotic,False,gpt41,False,True,0.1542173666431273,(5.5443721503) * ((I_0) * (math.sin(theta))**2) + (3.46117024281) * ((I_0) * (math.sin(theta)) * (ma
m7_malus_law,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+compression_tournament,True,gpt41,True,True,2.4798197044764935e-16,(1) * ((I_0) * (math.sin(theta))**2 * (math.cos(theta))**-3)
m7_malus_law,medium,v1,simple_system,ANSWER,1.0,0.0,,multivariate_probe+compression_tournament,True,gpt41,True,True,0.03060356831066216,(1.03224363724) * ((I_0) * (math.sin(theta))**2 * (math.cos(theta))**-3)
m7_malus_law,medium,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,medium,v2,vanilla_equation,ANSWER,0.0,0.4805,,multivariate_probe+verified_fallback,False,gpt41,False,False,2.643239666591601,((0.368182049244) * ((I_0) * (theta)**-3) + (1.0000013482) * ((I_0) * (theta)**-2.71828182846) + (-0
m7_malus_law,medium,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,medium,v2,complex_system,ANSWER,0.0,0.3937,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,1.4102603486897807,0.443239342971 * (I_0) * (theta)**-2.84702916961
m7_malus_law,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,3.8978790430895474e-16,(4) * ((I_0) * (math.sin(theta))**2) + (6) * ((I_0) * (math.sin(theta)) * (math.cos(theta))) + (2.25
m7_malus_law,hard,v0,simple_system,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,3.8978790430895474e-16,(4) * ((I_0) * (math.sin(theta))**2) + (6) * ((I_0) * (math.sin(theta)) * (math.cos(theta))) + (2.25
m7_malus_law,hard,v0,complex_system,ANSWER,0.0,0.0145,,multivariate_probe+anti_asymptotic,False,gpt41,True,True,0.04702350059010001,(3.48175466173) * ((I_0) * (math.sin(theta))**2) + (7.01452003078) * ((I_0) * (math.sin(theta)) * (m
m7_malus_law,hard,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,hard,v1,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,hard,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,hard,v2,vanilla_equation,ANSWER,0.0,0.052,,multivariate_probe+compression_tournament,False,gpt41,False,True,0.18286127723410164,(((-1.89575225133) * ((I_0)**0.5 * (theta)**2.71828182846) + (2.89635611161) * ((I_0)**0.5 * (math.s
m7_malus_law,hard,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m7_malus_law,hard,v2,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m8_sound_speed,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.008570333541117e-16,18.750999973334753 * (gamma ** 0.5) * (T ** 1.0) * (M ** -0.5)
m8_sound_speed,easy,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.275166621575794,0.0937549960360596 * (gamma ** 0.5) * (T ** 1.0) * (M ** -0.5)
m8_sound_speed,easy,v0,complex_system,ANSWER,1.0,0.478,,multivariate_probe+anti_asymptotic,True,gpt41,False,False,6.3265625059376,0.0314319110705 * (gamma)**0.5 * (T) * (M)**-0.5
m8_sound_speed,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,8.709584642567778e-16,351.5999999999999 * (gamma ** 1.0) * (T ** 1.0) * (M ** -1.0)
m8_sound_speed,easy,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.298129083612204,1.7580000850110715 * (gamma ** 1.0) * (T ** 1.0) * (M ** -1.0)
m8_sound_speed,easy,v1,complex_system,ANSWER,1.0,0.1467,,multivariate_probe+anti_asymptotic,True,gpt41,False,False,0.04170563064277075,337.237859142 * (gamma*T) * (M)**-1
m8_sound_speed,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.1087252733335254e-16,18.750999973334753 * (T ** 0.5) * (M ** -0.5)
m8_sound_speed,easy,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.4352895768409053,0.5890800296828212 * (T ** 0.5) * (M ** -0.5)
m8_sound_speed,easy,v2,complex_system,ANSWER,0.0,0.1551,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,6.4102423720146895,((-2.65886950777e-12) * ((M)**-1 * (gamma)**-4) + (0.0184532402097) * ((M)**-0.5 * (T)**0.5) + -0.03
m8_sound_speed,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.997533017329374e-16,18.750999973334753 * (gamma ** 0.5) * (T ** 1.0) * (M ** -0.75)
m8_sound_speed,medium,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.458915941956949,0.589080039759899 * (gamma ** 0.5) * (T ** 1.0) * (M ** -0.75)
m8_sound_speed,medium,v0,complex_system,ANSWER,0.0,0.1823,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,7.033894845457922,0.0146056168974 * (gamma*T)**0.5 * (T)**0.5 * (M)**-0.765229168103
m8_sound_speed,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.116988096488746e-15,351.5999999999999 * (gamma ** 1.0) * (T ** 1.0) * (M ** -0.33333333333333354)
m8_sound_speed,medium,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.296316598653756,1.7579999776705177 * (gamma ** 1.0) * (T ** 1.0) * (M ** -0.33333332666508064)
m8_sound_speed,medium,v1,complex_system,ANSWER,0.0,0.1769,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.036869878012615535,"1.0 / max(1e-300, math.exp(0.00268928854683 * (gamma)**-1 * (T)**-1 * (M)**0.329082048614) - 1.0)"
m8_sound_speed,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.0177826239002373e-16,18.750999973334753 * (T ** 0.5) * (M ** 0.75)
m8_sound_speed,medium,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.8966667788661136,0.5890800206932245 * (T ** 0.5) * (M ** 0.75)
m8_sound_speed,medium,v2,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m8_sound_speed,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0174199132270863e-15,18.750999973334785 * math.exp(0.49999999999999933 * gamma) * (T ** 1.0) * (M ** -0.75)
m8_sound_speed,hard,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.459557329796999,0.5890800487004398 * math.exp(0.49999998827665004 * gamma) * (T ** 1.0) * (M ** -0.75)
m8_sound_speed,hard,v0,complex_system,ANSWER,1.0,0.0253,,probe,True,gpt41,False,True,0.016933376069898066,19.21872567579661 * math.exp(0.4948525457341469 * gamma) * (T ** 1.0) * (M ** -0.75)
m8_sound_speed,hard,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m8_sound_speed,hard,v1,simple_system,ANSWER,0.0,0.1272,,multivariate_probe+verified_fallback,False,gpt41,False,False,3.4476900611796046,2.79064692372 * (gamma*T)**0.770075478447 * (gamma)**0.5 * (T)**0.225889089507 * (M)**-0.32582154987
m8_sound_speed,hard,v1,complex_system,ANSWER,0.0,0.0987,,multivariate_probe+compression_tournament,False,gpt41,False,True,0.11310378354960629,82.5795520343 * (gamma*T)**0.781962433403 * (gamma)**0.5 * (T)**0.211234003996 * (M)**-0.32998951864
m8_sound_speed,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.134674973354098e-16,7.431272280589487e-08 * (T ** -2.8000000000000007) * (M ** -4.200000000000002)
m8_sound_speed,hard,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,0.6562426357045229,3.7156364633794925e-10 * (T ** -2.8000000010959654) * (M ** -4.199999993676396)
m8_sound_speed,hard,v2,complex_system,ANSWER,0.0,0.0352,,multivariate_probe+anti_asymptotic,False,gpt41,False,True,0.003444205735136394,7.60826864056e-08 * (T)**-2.80003398397 * (M)**-4.19862663029
m9_hooke_law,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.416814517462197e-16,462.2820000000001 * (x ** 2.0)
m9_hooke_law,easy,v0,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,easy,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.1496357168244195e-16,462.2819999999997 * (x ** 2.0)
m9_hooke_law,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.251211984671357e-16,462.2820000000001 * (x ** 0.5)
m9_hooke_law,easy,v1,simple_system,ANSWER,0.0,0.0,,multivariate_probe+anti_asymptotic,False,gpt41,True,True,0.7718021285615355,"math.sqrt(max(0.0, ((9335.27699529) * ((x)**0.5) + (7468.22159617) * ((x)**1.5) + (1493.64431923) * "
m9_hooke_law,easy,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,6.902695029866894e-16,462.2819999999997 * (x ** 0.5)
m9_hooke_law,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.3544705583947885e-16,462.2820000000001 * (x ** 3.400000000000001)
m9_hooke_law,easy,v2,simple_system,ANSWER,0.0,0.3897,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.621795110896577,"(max(0.0, ((12.5302048782) * ((x)**2) + (10.1871085684) * ((x)**2.71828182846) + (-0.00123968989846)"
m9_hooke_law,easy,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.9006051526473954e-15,462.28199999999396 * (x ** 3.3999999999999995)
m9_hooke_law,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,0.0,((1241.9012) * ((x)) + (462.282) * ((x)**2))
m9_hooke_law,medium,v0,simple_system,ANSWER,0.0,0.0004,,multivariate_probe+compression_tournament,False,gpt41,True,True,0.008579851987988284,((1228.45669909) * ((x)) + (473.776319376) * ((x)**2) + (-0.00780851036477) * ((x)**3))
m9_hooke_law,medium,v0,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,2.9047366021692772e-09,((462.282001458) * ((x)**0.5) + (1241.9012) * ((x)**3))
m9_hooke_law,medium,v1,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,medium,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,5.041521856987029e-09,((1241.9012064) * ((x)**0.5) + (462.282) * ((x)**3.4))
m9_hooke_law,medium,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,medium,v2,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,2.3364326363345896e-16,((12.578) * ((x)**-0.5) + (1241.9012) * ((x)) + (462.282) * ((x)**2))
m9_hooke_law,hard,v0,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v0,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v1,vanilla_equation,ANSWER,0.0,0.3354,,multivariate_probe+verified_fallback,False,gpt41,False,False,0.43717087262076854,((1.23852696113) * ((x)**-0.5) + (455.648471898) * ((x)**0.5) + (1241.90120231) * ((x)**3))
m9_hooke_law,hard,v1,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v2,vanilla_equation,ANSWER,0.0,0.4315,,multivariate_probe+verified_fallback,False,gpt41,False,False,0.4201805471665009,((12.578) * ((x)**-3.33333333333) + (1260.47097392) * ((x)**3) + (10.2149452771) * ((x)**4))
m9_hooke_law,hard,v2,simple_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m9_hooke_law,hard,v2,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m10_be_distribution,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,balanced_probe+anti_asymptotic,True,gpt41,True,True,2.0462800334409436e-15,1.0 / (math.exp(1.05130001113e-14 * (omega) * (T)**-1) + 1.0)
m10_be_distribution,easy,v0,simple_system,ANSWER,0.0,0.0048,,probe,False,gpt41,True,True,4.466244104575252,12.566370738894477 * (T ** 0.5)
m10_be_distribution,easy,v0,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m10_be_distribution,easy,v1,vanilla_equation,ANSWER,0.0,0.1662,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.00564482292028155,9.67581676257e+13 * (omega*T)**0.167003251788 * (omega)**-0.668052475023 * (T)**0.835055726811
m10_be_distribution,easy,v1,simple_system,ANSWER,1.0,0.0028,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,0.0019092608757051318,"1.0 / max(1e-300, math.exp(1.0533042272e-14 * (omega)**0.5 * (T)**-1) - 1.0)"
